dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2024-10-22T11:00:00Z","2024-10-22T12:00:00Z","2024-10-06T12:51:25Z","","1f6b377fa1a162af2662189bb981be8e@mulife.ie","","2024-10-04T15:16:57Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-10T11:00:00Z","2024-10-10T12:00:00Z","2024-10-06T12:51:25Z","","53115a705853d0573d17b5b3c23a02a0@mulife.ie","","2024-10-04T15:21:18Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-17T11:00:00Z","2024-10-17T12:00:00Z","2024-10-06T12:51:25Z","","5bb4291d4a12e72f362a6b76fb08e1f5@mulife.ie","","2024-10-04T15:21:18Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-15T13:00:00Z","2024-10-15T14:00:00Z","2024-10-06T12:51:25Z","","5d0e66d224ad4f6bf5a6463dc27689c2@mulife.ie","","2024-10-04T15:19:53Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-29T12:00:00Z","2024-10-29T13:00:00Z","2024-10-06T12:51:25Z","","7679848fe91a4384770f1b85b12f0988@mulife.ie","","2024-10-04T15:16:57Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-22T13:00:00Z","2024-10-22T14:00:00Z","2024-10-06T12:51:25Z","","94ad8d906e61d5bf1b2b9062f2ef3374@mulife.ie","","2024-10-04T15:19:53Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-29T14:00:00Z","2024-10-29T15:00:00Z","2024-10-06T12:51:25Z","","9c45450a7ae78230183bf6b99b79e51e@mulife.ie","","2024-10-04T15:19:53Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-08T11:00:00Z","2024-10-08T12:00:00Z","2024-10-06T12:51:25Z","","cc6b2f2fff90bb86f2c99fdd03cdf073@mulife.ie","","2024-10-04T15:16:57Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-31T12:00:00Z","2024-10-31T13:00:00Z","2024-10-06T12:51:25Z","","e8157ab293fc8cac09fc1795d2ec9087@mulife.ie","","2024-10-04T15:21:18Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-24T11:00:00Z","2024-10-24T12:00:00Z","2024-10-06T12:51:25Z","","f008f5810858952dd8865b6f6084173c@mulife.ie","","2024-10-04T15:21:18Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-10-15T11:00:00Z","2024-10-15T12:00:00Z","2024-10-06T12:51:25Z","","f26acf3971c4634242b71445f189fcc0@mulife.ie","","2024-10-04T15:16:57Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
"2024-11-01T17:00:00Z","2024-11-01T18:00:00Z","2024-10-06T12:51:25Z","","0974957bb2e182a617f343f46a9a7abc@mulife.ie","","2024-09-30T18:52:06Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-05T05:59:56Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-11-01T13:00:00Z","2024-11-01T14:00:00Z","2024-10-06T12:51:25Z","","415af05915ea1c1f2d152bea27bc9b73@mulife.ie","","2024-09-29T16:56:25Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-10-05T05:59:56Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Friday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-11-01T14:00:00Z","2024-11-01T15:00:00Z","2024-10-06T12:51:25Z","","9dc4e52c75689384d5936b33a6e3cb18@mulife.ie","","2022-09-29T23:24:41Z"," Focusing on the clinching aspect of Muay Thai, sweeps trips and knees are a huge aspect of Muay Thai and we will work from the basics with medium intensity clinch practice and light knees as well as sweeps","2024-10-05T05:59:56Z","PE Hall (Phoenix Building)","0","CONFIRMED","Muay Thai Clinch - Kickboxing [Physical Activity] MU Life","OPAQUE"
